City,Total_cases,Total_deaths,Total_tests,Active_cases,Date
Mississippi ,5153,201,55389,4952,04-23-2020
Wisconsin ,4845,246,54347,4405,04-23-2020
South Carolina ,4761,140,43111,1883,04-23-2020
Nevada ,4208,189,42709,2178,04-23-2020
Iowa ,3924,96,29262,2336,04-23-2020
Utah ,3445,34,76460,2523,04-23-2020
Kentucky ,3373,185,36075,2066,04-23-2020
District Of Columbia ,3361,139,15930,2574,04-23-2020
Delaware ,3308,92,16912,2573,04-23-2020
Oklahoma ,3017,179,47984,954,04-23-2020
Minnesota ,2942,200,51548,1206,04-23-2020
Kansas ,2443,112,20435,1828,04-23-2020
Arkansas ,2438,44,31563,1496,04-23-2020
New Mexico ,2210,71,41232,1592,04-23-2020
Oregon ,2059,78,40045,1981,04-23-2020
South Dakota ,1956,9,14065,883,04-23-2020
Nebraska ,1813,45,17394,1746,04-23-2020
Idaho ,1802,54,18092,981,04-23-2020
New Hampshire ,1588,48,16012,990,04-23-2020
Puerto Rico ,1416,69,11633,1343,04-23-2020
West Virginia ,963,29,27905,709,04-23-2020
Maine ,937,44,17721,408,04-23-2020
Vermont ,825,43,13852,782,04-23-2020
North Dakota ,709,15,16330,425,04-23-2020
Hawaii ,592,12,26362,136,04-23-2020
Wyoming ,447,6,7623,166,04-23-2020
Montana ,442,14,11875,122,04-23-2020
Alaska ,335,9,11119,130,04-23-2020
Guam ,139,5,605,15,04-23-2020
United States Virgin Islands ,54,3,688,3,04-23-2020
Northern Mariana Islands ,14,2,45,1,04-23-2020
New York ,276711,21283,730656,225835,04-24-2020
New Jersey ,100025,5428,199686,93326,04-24-2020
Massachusetts ,46023,2360,195076,35545,04-24-2020
California ,39682,1534,482097,34811,04-24-2020
Pennsylvania ,38652,1685,186143,36317,04-24-2020
Illinois ,36934,1688,173316,34640,04-24-2020
Michigan ,35291,2977,132175,29042,04-24-2020
Florida ,30174,1012,318827,28476,04-24-2020
Louisiana ,26140,1601,142056,24489,04-24-2020
Connecticut ,23100,1639,71497,21396,04-24-2020
Texas ,22806,593,242547,14188,04-24-2020
Georgia ,22147,892,107176,21224,04-24-2020
Maryland ,16616,798,84716,14710,04-24-2020
Ohio ,14694,656,102325,13918,04-24-2020
Indiana ,13680,741,75553,12925,04-24-2020
Washington ,12753,711,153376,10260,04-24-2020
Virginia ,11594,410,69015,9512,04-24-2020
Colorado ,11262,552,52324,10151,04-24-2020
Tennessee ,8266,170,123100,3903,04-24-2020
North Carolina ,8136,284,100584,6550,04-24-2020
Rhode Island ,6699,202,47257,6155,04-24-2020
Missouri ,6424,252,64903,5625,04-24-2020
Veteran Affairs ,6363,400,78124,5963,04-24-2020
Alabama ,5832,201,52641,5611,04-24-2020
Arizona ,5769,249,58697,5450,04-24-2020
Mississippi ,5434,209,55389,5225,04-24-2020
Wisconsin ,5052,257,56508,4601,04-24-2020
South Carolina ,4917,150,44463,2029,04-24-2020
Iowa ,4445,107,31973,2734,04-24-2020
Nevada ,4208,189,42709,2178,04-24-2020
Utah ,3612,35,80627,2689,04-24-2020
District Of Columbia ,3528,153,16533,2724,04-24-2020
Kentucky ,3481,191,42844,2168,04-24-2020
Delaware ,3442,100,17379,2639,04-24-2020
Minnesota ,3185,221,53787,1370,04-24-2020
Oklahoma ,3017,179,47984,954,04-24-2020
Kansas ,2734,113,20435,2118,04-24-2020
Arkansas ,2606,45,35443,1632,04-24-2020
New Mexico ,2379,78,46563,1728,04-24-2020
Oregon ,2127,83,43976,2044,04-24-2020
Nebraska ,2124,47,18701,2055,04-24-2020
South Dakota ,1956,9,14065,883,04-24-2020
Idaho ,1836,54,19091,960,04-24-2020
New Hampshire ,1670,51,16809,1069,04-24-2020
Puerto Rico ,1416,69,11633,956,04-24-2020
West Virginia ,981,31,29116,725,04-24-2020
Maine ,965,47,17721,419,04-24-2020
Vermont ,827,44,14310,783,04-24-2020
North Dakota ,748,15,17449,448,04-24-2020
Hawaii ,596,12,26362,129,04-24-2020
Wyoming ,453,7,7623,171,04-24-2020
Montana ,444,14,12127,105,04-24-2020
Alaska ,337,9,11473,119,04-24-2020
Guam ,139,5,605,15,04-24-2020
United States Virgin Islands ,54,3,731,1,04-24-2020
Northern Mariana Islands ,14,2,45,1,04-24-2020
New York ,287245,21728,777568,234299,04-25-2020
New Jersey ,105523,5863,213125,98389,04-25-2020
Massachusetts ,50969,2556,215213,40295,04-25-2020
California ,41382,1618,494173,36427,04-25-2020
Pennsylvania  ,40149,1736,186143,37763,04-25-2020
Illinois ,39658,1795,189632,37257,04-25-2020
Michigan ,36641,3085,140130,30284,04-25-2020
Florida ,30839,1055,334974,29098,04-25-2020
Louisiana ,26140,1660,142056,9553,04-25-2020
Connecticut ,23921,1764,74038,22092,04-25-2020
Texas ,23773,623,262816,15125,04-25-2020
Georgia ,22695,904,119014,21760,04-25-2020
Maryland ,17766,875,89123,15726,04-25-2020
Ohio ,15169,690,107109,14359,04-25-2020
Indiana ,14395,785,79774,13596,04-25-2020
Washington ,13176,723,160324,10646,04-25-2020
Virginia ,12366,436,72178,10258,04-25-2020
Colorado ,12256,674,56789,11023,04-25-2020
Tennessee ,8726,168,131298,4188,04-25-2020
North Carolina ,8719,304,105265,7113,04-25-2020
Rhode Island ,7129,215,50891,6572,04-25-2020
Missouri ,6766,272,67017,5947,04-25-2020
Veteran Affairs ,6528,400,83372,6128,04-25-2020
Arizona ,6045,266,60714,5709,04-25-2020
Alabama ,6032,212,52641,5800,04-25-2020
Mississippi ,5718,221,58957,5497,04-25-2020
Wisconsin ,5356,262,59929,2781,04-25-2020
South Carolina ,5070,157,46996,1212,04-25-2020
Nevada ,4539,204,45885,2494,04-25-2020
Iowa ,4445,107,31973,2734,04-25-2020
Utah ,3782,39,84697,2855,04-25-2020
Kentucky ,3779,200,44962,2457,04-25-2020
District Of Columbia ,3699,165,17302,2882,04-25-2020
Delaware ,3576,112,17698,2655,04-25-2020
Minnesota ,3446,244,56597,1548,04-25-2020
Oklahoma ,3121,188,53012,972,04-25-2020
Kansas ,2966,119,23588,2344,04-25-2020
Arkansas ,2829,47,38053,1818,04-25-2020
New Mexico ,2521,84,51510,1823,04-25-2020
Nebraska ,2421,50,20112,2349,04-25-2020
Oregon ,2177,86,45492,2091,04-25-2020
South Dakota ,2040,10,14824,840,04-25-2020
Idaho ,1870,54,19361,949,04-25-2020
New Hampshire ,1720,53,17727,1117,04-25-2020
Puerto Rico ,1307,83,11633,833,04-25-2020
West Virginia ,1010,32,32419,753,04-25-2020
Maine ,990,50,17721,421,04-25-2020
Vermont ,843,46,14682,797,04-25-2020
North Dakota ,803,16,19350,477,04-25-2020
Hawaii ,601,13,28272,125,04-25-2020
Wyoming ,473,7,7623,145,04-25-2020
Montana ,445,14,12497,92,04-25-2020
Alaska ,339,9,11942,121,04-25-2020
Guam ,141,5,605,10,04-25-2020
United States Virgin Islands ,54,3,731,1,04-25-2020
Northern Mariana Islands ,14,2,45,1,04-25-2020
New York ,293354,22275,805350,239861,04-26-2020
New Jersey ,109038,5938,223062,101829,04-26-2020
Massachusetts ,53348,2730,226845,42500,04-26-2020
California ,42688,1695,494173,37656,04-26-2020
Illinois ,41777,1874,201617,39297,04-26-2020
Pennsylvania ,41697,1804,192235,39243,04-26-2020
Michigan ,37203,3274,144044,25587,04-26-2020
Florida ,31528,1074,346365,29768,04-26-2020
Louisiana ,26773,1729,142056,10117,04-26-2020
Texas ,24631,648,276021,13997,04-26-2020
Connecticut ,24582,1862,77602,22655,04-26-2020
Georgia ,23401,912,122604,22458,04-26-2020
Maryland ,18581,910,96665,16494,04-26-2020
Ohio ,15587,711,111379,14756,04-26-2020
Indiana ,15012,813,81708,14185,04-26-2020
Washington ,13319,738,170594,10774,04-26-2020
Virginia ,12970,448,76118,10707,04-26-2020
Colorado ,12968,672,59791,11737,04-26-2020
Tennessee ,9189,178,141406,4544,04-26-2020
North Carolina ,8946,314,107894,7330,04-26-2020
Rhode Island ,7439,226,53403,6871,04-26-2020
Missouri ,6881,283,67017,6051,04-26-2020
Veteran Affairs ,6860,424,83372,6436,04-26-2020
Arizona ,6526,275,64811,6181,04-26-2020
Alabama ,6253,213,71344,6020,04-26-2020
Mississippi ,5911,227,60788,5684,04-26-2020
Wisconsin ,5687,266,62825,3108,04-26-2020
Iowa ,5476,118,31973,3754,04-26-2020
South Carolina ,5253,166,49014,1386,04-26-2020
Nevada ,4539,206,45885,2492,04-26-2020
Delaware ,4034,120,19249,3003,04-26-2020
Utah ,3948,41,90206,3019,04-26-2020
Kentucky ,3905,205,46558,2578,04-26-2020
District Of Columbia ,3841,178,18068,3006,04-26-2020
Minnesota ,3602,272,58987,1556,04-26-2020
Oklahoma ,3253,195,53012,919,04-26-2020
Kansas ,3135,120,25199,2512,04-26-2020
Arkansas ,2938,48,39327,1905,04-26-2020
Nebraska ,2732,53,21377,2657,04-26-2020
New Mexico ,2660,93,51510,1953,04-26-2020
Oregon ,2253,87,47377,2166,04-26-2020
South Dakota ,2212,11,15596,1011,04-26-2020
Idaho ,1887,56,19361,964,04-26-2020
New Hampshire ,1787,60,17727,1177,04-26-2020
Puerto Rico ,1371,84,11633,896,04-26-2020
West Virginia ,1044,34,39063,785,04-26-2020
Maine ,1015,50,17721,433,04-26-2020
North Dakota ,867,17,20447,524,04-26-2020
Vermont ,851,46,14797,805,04-26-2020
Hawaii ,604,14,28272,108,04-26-2020
Wyoming ,491,7,7623,163,04-26-2020
Montana ,448,14,12862,95,04-26-2020
Alaska ,339,9,15732,113,04-26-2020
Guam ,141,5,605,10,04-26-2020
United States Virgin Islands ,57,4,776,2,04-26-2020
Northern Mariana Islands ,14,2,45,1,04-26-2020
New York ,293991,22275,805350,240498,04-27-2020
New Jersey ,109038,5938,223062,101829,04-27-2020
Massachusetts ,54938,2899,236100,43921,04-27-2020
Illinois ,43903,1933,214952,41364,04-27-2020
California ,43703,1720,526084,38646,04-27-2020
Pennsylvania ,42708,1823,198593,40193,04-27-2020
Michigan ,37778,3315,156010,26121,04-27-2020
Florida ,32138,1088,358127,30364,04-27-2020
Louisiana ,26773,1729,142056,10117,04-27-2020
Connecticut ,25269,1924,79811,23280,04-27-2020
Texas ,24981,654,276021,14341,04-27-2020
Georgia ,23481,916,122604,22534,04-27-2020
Maryland ,19487,945,104976,17279,04-27-2020
Ohio ,15963,728,115783,15115,04-27-2020
Indiana ,15012,813,81708,14185,04-27-2020
Virginia ,13535,458,80180,11262,04-27-2020
Washington ,13521,749,175477,10965,04-27-2020
Colorado ,13441,680,63274,12202,04-27-2020
Tennessee ,9667,181,147474,4959,04-27-2020
North Carolina ,9142,325,109920,7515,04-27-2020
Rhode Island ,7439,226,53403,6871,04-27-2020
Missouri ,7029,283,67017,6199,04-27-2020
Veteran Affairs  ,6922,435,83372,6487,04-27-2020
Arizona ,6526,275,64811,6181,04-27-2020
Alabama ,6429,219,73732,6190,04-27-2020
Mississippi ,6094,229,60788,5865,04-27-2020
Wisconsin ,5911,272,65146,3326,04-27-2020
South Carolina ,5490,174,50761,1615,04-27-2020
Iowa ,5476,118,36090,3754,04-27-2020
Nevada ,4602,206,45885,2555,04-27-2020
Utah ,4123,41,95702,3194,04-27-2020
Kentucky ,4074,208,48474,2744,04-27-2020
Delaware ,4034,120,19249,3003,04-27-2020
District Of Columbia ,3892,185,18416,3048,04-27-2020
Minnesota ,3602,272,58987,1556,04-27-2020
Kansas ,3296,122,25199,2671,04-27-2020
Oklahoma ,3253,195,53012,919,04-27-2020
Nebraska ,3028,56,22525,2950,04-27-2020
Arkansas ,3001,50,39551,1964,04-27-2020
New Mexico ,2726,99,56615,1977,04-27-2020
Oregon ,2311,91,48964,2220,04-27-2020
South Dakota ,2212,11,15596,1011,04-27-2020
Idaho ,1897,56,19361,974,04-27-2020
New Hampshire ,1864,60,17727,1254,04-27-2020
Puerto Rico ,1389,84,13022,914,04-27-2020
West Virginia ,1063,36,39063,802,04-27-2020
Maine ,1015,50,17721,433,04-27-2020
North Dakota ,867,17,20447,524,04-27-2020
Vermont ,855,47,15073,808,04-27-2020
Hawaii ,606,14,29247,104,04-27-2020
Wyoming ,502,7,7623,174,04-27-2020
Montana ,448,14,12862,95,04-27-2020
Alaska ,341,9,16177,115,04-27-2020
Guam ,141,5,605,10,04-27-2020
United States Virgin Islands ,57,4,776,2,04-27-2020
Northern Mariana Islands ,14,2,45,1,04-27-2020
New York ,298004,22623,826095,229824,04-28-2020
New Jersey ,113856,6442,227390,106143,04-28-2020
Massachusetts ,56462,3003,244887,45341,04-28-2020
Illinois ,45883,1983,227628,43294,04-28-2020
California ,45218,1793,526084,40088,04-28-2020
Pennsylvania ,43264,1860,209088,40712,04-28-2020
Michigan ,38210,3407,163213,26461,04-28-2020
Florida ,32846,1171,368651,30989,04-28-2020
Louisiana ,27286,1801,151108,8182,04-28-2020
Texas ,26171,690,300384,14311,04-28-2020
Connecticut ,25997,2012,90746,23920,04-28-2020
Georgia ,24606,1025,140020,23550,04-28-2020
Maryland ,20113,1016,107785,17834,04-28-2020
Indiana ,16588,932,87181,15642,04-28-2020
Ohio ,16325,753,119391,15452,04-28-2020
Virginia ,14339,492,82753,12032,04-28-2020
Colorado ,13879,706,66341,12614,04-28-2020
Washington ,13686,765,179679,11114,04-28-2020
Tennessee ,9918,184,154402,5014,04-28-2020
North Carolina ,9568,342,112752,7924,04-28-2020
Rhode Island ,7926,239,57693,7345,04-28-2020
Missouri ,7239,300,70932,6392,04-28-2020
Veteran Affairs ,7001,435,83372,6566,04-28-2020
Arizona ,6716,275,66543,6371,04-28-2020
Alabama ,6644,242,75138,6382,04-28-2020
Iowa ,6376,136,39823,4076,04-28-2020
Mississippi ,6342,239,64412,6103,04-28-2020
Wisconsin ,6081,281,67392,3487,04-28-2020
South Carolina ,5613,177,52145,1735,04-28-2020
Nevada ,4805,219,47821,1939,04-28-2020
Delaware ,4575,137,21180,3342,04-28-2020
Utah ,4233,41,100195,3304,04-28-2020
Minnesota ,4181,301,63829,1968,04-28-2020
Kentucky ,4146,213,48799,2811,04-28-2020
District Of Columbia ,3994,190,18885,3144,04-28-2020
Oklahoma ,3410,207,53012,943,04-28-2020
Nebraska ,3358,56,23772,3280,04-28-2020
Kansas ,3296,122,25199,2671,04-28-2020
Arkansas ,3069,51,40629,1965,04-28-2020
New Mexico ,2823,104,58803,2069,04-28-2020
Oregon ,2354,92,51198,2262,04-28-2020
South Dakota ,2245,11,15596,918,04-28-2020
New Hampshire ,1938,60,20145,1080,04-28-2020
Idaho ,1917,58,19895,820,04-28-2020
Navajo Nation  ,1716,59,9753,1657,04-28-2020
Puerto Rico ,1400,86,13022,923,04-28-2020
West Virginia ,1077,37,43227,559,04-28-2020
Maine ,1040,51,17807,404,04-28-2020
North Dakota ,991,19,23723,563,04-28-2020
Vermont ,862,47,15215,815,04-28-2020
Hawaii ,607,16,29247,98,04-28-2020
Wyoming ,520,7,8167,170,04-28-2020
Montana ,451,15,13191,80,04-28-2020
Alaska ,345,9,16256,118,04-28-2020
Guam ,144,5,605,10,04-28-2020
United States Virgin Islands ,59,4,835,4,04-28-2020
Northern Mariana Islands ,14,2,45,0,04-28-2020
New York ,305086,23474,872481,234649,04-29-2020
New Jersey ,116264,6770,240246,108223,04-29-2020
Massachusetts ,58302,3153,254500,47031,04-29-2020
Illinois ,48102,2125,242189,45371,04-29-2020
California  ,46506,1873,577608,41296,04-29-2020
Pennsylvania ,45016,2195,209088,42056,04-29-2020
Michigan ,39262,3567,169929,27353,04-29-2020
Florida ,33193,1218,375300,31289,04-29-2020
Louisiana ,27660,1845,156568,8512,04-29-2020
Texas ,27054,732,314790,14536,04-29-2020
Connecticut ,26312,2089,92745,24158,04-29-2020
Georgia ,25274,1052,140223,24191,04-29-2020
Maryland ,20849,1078,110929,18508,04-29-2020
Indiana ,17182,1065,91550,16103,04-29-2020
Ohio ,16769,799,122706,15850,04-29-2020
Virginia ,14961,522,85307,12397,04-29-2020
Colorado ,14316,736,67094,13021,04-29-2020
Washington ,13842,786,182515,11205,04-29-2020
North Carolina ,10092,379,118440,8411,04-29-2020
Tennessee ,10052,188,161928,4943,04-29-2020
Rhode Island ,8247,251,60165,7654,04-29-2020
Veteran Affairs ,7481,461,95680,7020,04-29-2020
 Missouri ,7376,327,73503,6502,04-29-2020
Arizona ,7202,304,68813,6828,04-29-2020
Iowa ,6843,148,41337,4531,04-29-2020
Alabama ,6814,245,77916,6549,04-29-2020
Mississippi ,6569,250,66094,6319,04-29-2020
Wisconsin ,6289,300,69824,3676,04-29-2020
South Carolina ,5735,192,53133,1842,04-29-2020
Nevada ,4898,225,49475,2026,04-29-2020
Delaware ,4655,144,21538,3338,04-29-2020
Minnesota ,4644,319,66744,2282,04-29-2020
Kentucky ,4375,225,52411,3028,04-29-2020
Utah ,4343,45,102439,3410,04-29-2020
District Of Columbia ,4106,205,19229,3241,04-29-2020
Kansas ,3685,127,28090,3055,04-29-2020
Oklahoma ,3410,207,61619,943,04-29-2020
Nebraska ,3374,55,23798,3297,04-29-2020
Arkansas ,3137,57,45394,1845,04-29-2020
New Mexico ,2974,110,61745,2159,04-29-2020
Oregon ,2385,99,52242,1426,04-29-2020
South Dakota ,2373,13,16612,868,04-29-2020
New Hampshire ,2010,60,20746,1014,04-29-2020
Idaho ,1952,60,28240,805,04-29-2020
Navajo Nation ,1769,59,9206,1710,04-29-2020
 Puerto Rico ,1433,86,13022,956,04-29-2020
West Virginia ,1095,38,43227,576,04-29-2020
Maine ,1056,52,17807,389,04-29-2020
North Dakota ,1033,19,25536,577,04-29-2020
Vermont ,862,47,15429,815,04-29-2020
Hawaii ,609,16,29862,88,04-29-2020
Wyoming ,536,7,8615,186,04-29-2020
Montana ,451,16,13528,53,04-29-2020
Alaska ,351,9,17089,114,04-29-2020
Guam ,144,5,605,10,04-29-2020
United States Virgin Islands ,62,4,872,7,04-29-2020
Northern Mariana Islands ,14,2,45,0,04-29-2020
New York ,310839,23780,900636,237654,04-30-2020
New Jersey ,116264,6770,240246,108223,04-30-2020
Massachusetts ,60265,3405,265618,48742,04-30-2020
Illinois ,50355,2215,256667,47534,04-30-2020
California ,48883,1956,603139,43590,04-30-2020
Pennsylvania ,45865,2354,214884,42746,04-30-2020
Michigan ,40399,3670,177228,28387,04-30-2020
Florida ,33690,1268,384153,31736,04-30-2020
Louisiana ,28001,1862,156568,8836,04-30-2020
Texas ,27566,749,300384,15031,04-30-2020
Connecticut ,26767,2168,94818,24534,04-30-2020
Georgia ,26094,1111,143790,24952,04-30-2020
Maryland ,21742,1140,114359,19339,04-30-2020
Indiana ,17835,1114,94998,16707,04-30-2020
Ohio ,17303,937,128206,16246,04-30-2020
Virginia ,15846,552,90843,13190,04-30-2020
Colorado ,14758,766,69449,13433,04-30-2020
Washington ,14070,801,187800,11418,04-30-2020
North Carolina ,10606,397,118440,8907,04-30-2020
Tennessee ,10366,195,168549,5031,04-30-2020
Veteran Affairs ,8274,484,95680,7790,04-30-2020
Rhode Island ,8247,251,60165,7654,04-30-2020
Missouri ,7621,339,73503,6735,04-30-2020
Arizona ,7202,304,68813,6828,04-30-2020
Iowa ,7145,162,42667,4286,04-30-2020
Alabama ,6978,267,87364,6691,04-30-2020
Mississippi ,6815,261,66094,6554,04-30-2020
Wisconsin ,6520,308,73150,3002,04-30-2020
South Carolina ,5881,232,54217,1948,04-30-2020
Minnesota ,5136,343,70276,2621,04-30-2020
Nevada ,4998,237,51761,1856,04-30-2020
Delaware ,4734,152,21820,3307,04-30-2020
Kentucky ,4539,235,54101,3182,04-30-2020
Utah ,4495,45,102439,3562,04-30-2020
District Of Columbia ,4323,224,20079,3439,04-30-2020
Kansas ,3839,134,28090,2936,04-30-2020
Nebraska ,3784,68,25498,3694,04-30-2020
Oklahoma ,3618,222,61619,995,04-30-2020
New Mexico ,3213,112,65085,2396,04-30-2020
Arkansas ,3210,59,48128,1865,04-30-2020
South Dakota ,2449,17,17208,859,04-30-2020
Oregon ,2446,101,54472,1485,04-30-2020
New Hampshire ,2054,66,21921,1008,04-30-2020
Idaho ,1984,60,28240,837,04-30-2020
Navajo Nation ,1873,60,9206,1813,04-30-2020
Puerto Rico ,1433,86,13022,956,04-30-2020
West Virginia ,1109,40,43227,588,04-30-2020
Maine ,1095,53,20641,411,04-30-2020
North Dakota ,1067,19,27460,590,04-30-2020
Vermont ,866,49,15652,817,04-30-2020
Hawaii ,613,16,29862,81,04-30-2020
Wyoming ,544,7,9306,166,04-30-2020
Montana ,453,16,13914,45,04-30-2020
Alaska ,355,9,19119,106,04-30-2020
Guam ,145,5,605,10,04-30-2020
United States Virgin Islands ,66,4,872,11,04-30-2020
Northern Mariana Islands ,14,2,45,0,04-30-2020
New York ,313545,24069,927438,238909,05-01-2020
New Jersey ,121190,7538,255214,112381,05-01-2020
Massachusetts ,62205,3562,275647,50525,05-01-2020
Illinois ,52918,2355,269867,49957,05-01-2020
California ,50430,2047,625337,45046,05-01-2020
Pennsylvania ,47999,2541,221365,44693,05-01-2020
Michigan ,41379,3789,185157,29248,05-01-2020
Florida ,34728,1314,404467,32728,05-01-2020
Texas ,29229,816,351775,15906,05-01-2020
Louisiana ,28711,1970,168251,9438,05-01-2020
Connecticut ,27700,2257,97133,25378,05-01-2020
Georgia ,27023,1140,164465,25852,05-01-2020
Maryland ,23472,1192,120983,20763,05-01-2020
Indiana ,18630,1175,99639,17441,05-01-2020
Ohio ,18027,975,133148,16932,05-01-2020
Virginia ,16901,581,105648,14124,05-01-2020
Colorado ,15284,777,69449,13948,05-01-2020
Washington ,14327,814,193981,11662,05-01-2020
North Carolina ,11006,408,128517,8790,05-01-2020
Tennessee ,10735,199,177626,5198,05-01-2020
Rhode Island ,8962,279,66648,8341,05-01-2020
Veteran Affairs ,8611,494,95680,8117,05-01-2020
Arizona ,7962,330,74879,7562,05-01-2020
Iowa ,7884,170,45593,4815,05-01-2020
Missouri  ,7797,352,73503,6898,05-01-2020
Mississippi ,7212,281,71548,3518,05-01-2020
Alabama ,7085,279,89997,6786,05-01-2020
Wisconsin ,6854,316,76248,3328,05-01-2020
South Carolina ,6095,244,56512,2150,05-01-2020
Minnesota ,5730,371,74829,3077,05-01-2020
Nevada ,5227,243,53843,2079,05-01-2020
Delaware ,4918,159,22585,3356,05-01-2020
Kentucky ,4708,240,56611,3346,05-01-2020
Utah ,4672,46,108501,2687,05-01-2020
District Of Columbia ,4658,231,21135,3761,05-01-2020
Kansas ,4419,134,31626,3484,05-01-2020
Nebraska ,4281,70,27577,4189,05-01-2020
Oklahoma ,3748,230,61619,1117,05-01-2020
New Mexico ,3411,123,67869,2528,05-01-2020
Arkansas ,3281,61,48379,1881,05-01-2020
South Dakota ,2525,21,17363,818,05-01-2020
Oregon ,2510,103,56032,1547,05-01-2020
New Hampshire ,2146,72,22049,1094,05-01-2020
